title,article_link,category,date,page
Penerima vaksin COVID-19 bisa dideteksi kamera? Cek Faktanya!,https://www.antaranews.com/berita/2206790/penerima-vaksin-covid-19-bisa-dideteksi-kamera-cek-faktanya,Tekno, 12 Juni 2021 07:45,30
Hoaks! Tautan bantuan UMKM tahap ketiga,https://www.antaranews.com/berita/2206482/hoaks-tautan-bantuan-umkm-tahap-ketiga,Ekonomi, 11 Juni 2021 22:32,30
Cek Fakta: Anosmia sembuh dengan ramuan jeruk panggang?,https://www.antaranews.com/berita/2204822/cek-fakta-anosmia-sembuh-dengan-ramuan-jeruk-panggang,Lifestyle, 11 Juni 2021 09:11,30
Hoaks! Pasangan calon jemaah haji yang gagal berangkat,https://www.antaranews.com/berita/2204306/hoaks-pasangan-calon-jemaah-haji-yang-gagal-berangkat,Humaniora, 10 Juni 2021 21:40,31
Jemaah tarik dana haji tidak dapat berangkat seumur hidup? Cek faktanya!,https://www.antaranews.com/berita/2202790/jemaah-tarik-dana-haji-tidak-dapat-berangkat-seumur-hidup-cek-faktanya,Humaniora, 10 Juni 2021 09:26,31
Cek Fakta: Jokowi copot Menag Yaqut?,https://www.antaranews.com/berita/2202158/cek-fakta-jokowi-copot-menag-yaqut,Politik, 9 Juni 2021 21:14,31
Hoaks! Poster Konvensi Capres NU 2024,https://www.antaranews.com/berita/2200566/hoaks-poster-konvensi-capres-nu-2024,Politik, 9 Juni 2021 10:01,31
Deretan hoaks tentang dana haji Indonesia,https://www.antaranews.com/berita/2200062/deretan-hoaks-tentang-dana-haji-indonesia,Humaniora, 8 Juni 2021 22:13,31
Cek Fakta: Mayat COVID-19 India sampai di perairan Malaysia?,https://www.antaranews.com/berita/2198486/cek-fakta-mayat-covid-19-india-sampai-di-perairan-malaysia,Dunia, 8 Juni 2021 10:18,31
Cek Fakta: Donor darah dari penerima vaksin COVID-19 berbahaya?,https://www.antaranews.com/berita/2197898/cek-fakta-donor-darah-dari-penerima-vaksin-covid-19-berbahaya,Lifestyle, 7 Juni 2021 21:11,31
"Malaysia dapat tambahan 10.000 kuota haji walaupun ""lockdown""? Ini Faktanya!",https://www.antaranews.com/berita/2193274/malaysia-dapat-tambahan-10000-kuota-haji-walaupun-lockdown-ini-faktanya,Dunia, 4 Juni 2021 21:43,31
Indonesia ditolak Arab Saudi karena belum bayar uang haji? Cek faktanya!,https://www.antaranews.com/berita/2191886/indonesia-ditolak-arab-saudi-karena-belum-bayar-uang-haji-cek-faktanya,Humaniora, 4 Juni 2021 09:51,31
Freeport Indonesia buka lowongan bagi lulusan baru? Ini faktanya!,https://www.antaranews.com/berita/2190990/freeport-indonesia-buka-lowongan-bagi-lulusan-baru-ini-faktanya,Ekonomi, 3 Juni 2021 19:55,31
Cek Fakta: Najwa Shihab minta masyarakat gunakan medsos untuk berisik?,https://www.antaranews.com/berita/2189482/cek-fakta-najwa-shihab-minta-masyarakat-gunakan-medsos-untuk-berisik,Hiburan, 3 Juni 2021 09:49,32
Dirut Telkom copot anting dan potong rambut Abdee Slank? Cek Faktanya!,https://www.antaranews.com/berita/2188726/dirut-telkom-copot-anting-dan-potong-rambut-abdee-slank-cek-faktanya,Ekonomi, 2 Juni 2021 21:10,32
Cek Fakta: Video penampakan gerhana bulan di Kutub Utara?,https://www.antaranews.com/berita/2185754/cek-fakta-video-penampakan-gerhana-bulan-di-kutub-utara,Lifestyle, 1 Juni 2021 09:12,32
Hoaks! Munarman lumpuh karena disiksa sejak ditangkap,https://www.antaranews.com/berita/2184482/hoaks-munarman-lumpuh-karena-disiksa-sejak-ditangkap,Hukum, 31 Mei 2021 16:51,32
Rusia temukan bakteri saat otopsi pasien COVID-19? Ini faktanya,https://www.antaranews.com/berita/2182706/rusia-temukan-bakteri-saat-otopsi-pasien-covid-19-ini-faktanya,Dunia, 30 Mei 2021 11:25,32
Hoaks! Penerima vaksin COVID-19 hanya bertahan hidup dua tahun,https://www.antaranews.com/berita/2181054/hoaks-penerima-vaksin-covid-19-hanya-bertahan-hidup-dua-tahun,Humaniora, 28 Mei 2021 21:17,32
Hoaks! UAS tersangka uang sumbangan umat,https://www.antaranews.com/berita/2179498/hoaks-uas-tersangka-uang-sumbangan-umat,Humaniora, 28 Mei 2021 06:07,32
Cek Fakta: Poster pendaftaran CPNS Kemenkumham 2021 ini resmi?,https://www.antaranews.com/berita/2176190/cek-fakta-poster-pendaftaran-cpns-kemenkumham-2021-ini-resmi,Politik, 26 Mei 2021 08:26,32
Tusuk jari dapat menolong orang yang terserang strok? Ini faktanya!,https://www.antaranews.com/berita/2174490/tusuk-jari-dapat-menolong-orang-yang-terserang-strok-ini-faktanya,Lifestyle, 25 Mei 2021 14:15,32
"Hoaks, foto rumah hasil reklamasi Anies Baswedan",https://www.antaranews.com/berita/2173862/hoaks-foto-rumah-hasil-reklamasi-anies-baswedan,Metro, 25 Mei 2021 06:25,32
Cek Fakta: Vaksin COVID-19 timbulkan reaksi magnetis pada tubuh?,https://www.antaranews.com/berita/2172526/cek-fakta-vaksin-covid-19-timbulkan-reaksi-magnetis-pada-tubuh,Lifestyle, 24 Mei 2021 15:40,33
Bantuan Rp12 juta dari Kemenag? Ini faktanya!,https://www.antaranews.com/berita/2169414/bantuan-rp12-juta-dari-kemenag-ini-faktanya,Humaniora, 22 Mei 2021 09:09,33
Varian virus COVID-19 India tidak terdeteksi tes PCR? Cek faktanya!,https://www.antaranews.com/berita/2167738/varian-virus-covid-19-india-tidak-terdeteksi-tes-pcr-cek-faktanya,Humaniora, 21 Mei 2021 13:07,33
Cek Fakta: Warga Papua gelar pawai pengibaran bendera Israel?,https://www.antaranews.com/berita/2167382/cek-fakta-warga-papua-gelar-pawai-pengibaran-bendera-israel,Politik, 21 Mei 2021 08:38,33
Hoaks! Undian 40 tahun Pertamina,https://www.antaranews.com/berita/2166922/hoaks-undian-40-tahun-pertamina,Ekonomi, 20 Mei 2021 22:01,33
"Hoaks! Foto ""video call"" Wapres Ma'ruf Amin dan Xi Jinping",https://www.antaranews.com/berita/2165058/hoaks-foto-video-call-wapres-maruf-amin-dan-xi-jinping,Politik, 20 Mei 2021 08:28,33
Erdogan sebut akan ada negara yang disita China? Ini faktanya!,https://www.antaranews.com/berita/2163950/erdogan-sebut-akan-ada-negara-yang-disita-china-ini-faktanya,Dunia, 19 Mei 2021 17:20,33
Cek Fakta: Anies Baswedan siap pimpin pasukan ke Palestina?,https://www.antaranews.com/berita/2162954/cek-fakta-anies-baswedan-siap-pimpin-pasukan-ke-palestina,Metro, 19 Mei 2021 09:32,33
Cristiano Ronaldo sumbangkan gaji bantu Hamas beli roket? Cek Faktanya!,https://www.antaranews.com/berita/2161074/cristiano-ronaldo-sumbangkan-gaji-bantu-hamas-beli-roket-cek-faktanya,Sepakbola, 18 Mei 2021 10:36,33
Hoaks! Video Tentara Indonesia bersujud sebelum ke Palestina,https://www.antaranews.com/berita/2160146/hoaks-video-tentara-indonesia-bersujud-sebelum-ke-palestina,Dunia, 17 Mei 2021 18:55,33
Putin bertemu Erdogan di Turki dan bahas Palestina? Ini faktanya!,https://www.antaranews.com/berita/2156718/putin-bertemu-erdogan-di-turki-dan-bahas-palestina-ini-faktanya,Dunia, 15 Mei 2021 15:01,34
Hoaks! PM Israel ancam muslim dengan vaksin,https://www.antaranews.com/berita/2156002/hoaks-pm-israel-ancam-muslim-dengan-vaksin,Dunia, 14 Mei 2021 22:48,34
Hoaks! Foto warga mudik lewat sungai,https://www.antaranews.com/berita/2153334/hoaks-foto-warga-mudik-lewat-sungai,Humaniora, 12 Mei 2021 19:53,34
Cek Fakta: Indonesia tidak sikapi penyerangan Israel terhadap Palestina?,https://www.antaranews.com/berita/2152586/cek-fakta-indonesia-tidak-sikapi-penyerangan-israel-terhadap-palestina,Dunia, 12 Mei 2021 12:53,34
Hoaks! BMKG sebut Idul Fitri 1442 H pada 12 Mei,https://www.antaranews.com/berita/2151666/hoaks-bmkg-sebut-idul-fitri-1442-h-pada-12-mei,Humaniora, 11 Mei 2021 20:48,34
Hoaks! Video radar enam pesawat diduga berisi WNA,https://www.antaranews.com/berita/2149786/hoaks-video-radar-enam-pesawat-diduga-berisi-wna,Ekonomi, 10 Mei 2021 22:08,34
Cek Fakta: Pemudik terpaksa berenang karena tol Suramadu ditutup?,https://www.antaranews.com/berita/2148542/cek-fakta-pemudik-terpaksa-berenang-karena-tol-suramadu-ditutup,Humaniora, 10 Mei 2021 13:32,34
Hoaks! Jokowi pulang kampung saat larangan mudik,https://www.antaranews.com/berita/2147614/hoaks-jokowi-pulang-kampung-saat-larangan-mudik,Politik, 9 Mei 2021 19:17,34
Hoaks! Foto perbandingan paru-paru orang sudah dan belum divaksin COVID-19,https://www.antaranews.com/berita/2145170/hoaks-foto-perbandingan-paru-paru-orang-sudah-dan-belum-divaksin-covid-19,Lifestyle, 7 Mei 2021 23:26,34
Kemacetan di jalan tikus perbukitan saat larangan mudik? Ini faktanya,https://www.antaranews.com/berita/2143226/kemacetan-di-jalan-tikus-perbukitan-saat-larangan-mudik-ini-faktanya,Humaniora, 6 Mei 2021 23:05,34
Cek Fakta: Jalan ditutup seng untuk larang mudik?,https://www.antaranews.com/berita/2141198/cek-fakta-jalan-ditutup-seng-untuk-larang-mudik,Humaniora, 6 Mei 2021 04:58,35
Hoaks! Mudik dilarang karena keuangan di perbankan mengkhawatirkan,https://www.antaranews.com/berita/2139822/hoaks-mudik-dilarang-karena-keuangan-di-perbankan-mengkhawatirkan,Ekonomi, 5 Mei 2021 14:20,35
Stiker khusus mudik jadi ladang bisnis? Ini faktanya,https://www.antaranews.com/berita/2138642/stiker-khusus-mudik-jadi-ladang-bisnis-ini-faktanya,Ekonomi, 4 Mei 2021 21:46,35
Hoaks! Foto pemakaman anak yang bunuh diri,https://www.antaranews.com/berita/2136750/hoaks-foto-pemakaman-anak-yang-bunuh-diri,Dunia, 4 Mei 2021 04:17,35
Cek Fakta: Laga Arsenal vs Everton adalah pertama yang disiarkan televisi?,https://www.antaranews.com/berita/2136326/cek-fakta-laga-arsenal-vs-everton-adalah-pertama-yang-disiarkan-televisi,Sepakbola, 3 Mei 2021 19:49,35
Hoaks! Panglima TNI Marsekal Hadi Tjahjanto dipecat,https://www.antaranews.com/berita/2132370/hoaks-panglima-tni-marsekal-hadi-tjahjanto-dipecat,Politik, 1 Mei 2021 04:41,35
Video pasukan TNI secara masif setelah insiden Kabinda Papua? Ini faktanya,https://www.antaranews.com/berita/2128502/video-pasukan-tni-secara-masif-setelah-insiden-kabinda-papua-ini-faktanya,Hukum, 29 April 2021 12:08,35
Vaksinasi COVID-19 saat haid turunkan imun? Cek faktanya,https://www.antaranews.com/berita/2127694/vaksinasi-covid-19-saat-haid-turunkan-imun-cek-faktanya,Lifestyle, 28 April 2021 22:09,35
Cek Fakta: Video mayat bergelimpangan akibat penularan varian COVID-19 India,https://www.antaranews.com/berita/2125822/cek-fakta-video-mayat-bergelimpangan-akibat-penularan-varian-covid-19-india,Dunia, 28 April 2021 04:30,35
Hoaks! Munarman disumpal sandal saat ditangkap,https://www.antaranews.com/berita/2125654/hoaks-munarman-disumpal-sandal-saat-ditangkap,Hukum, 27 April 2021 22:08,35
Kemenag beri bantuan Ramadhan Rp10 juta ke sekolah Islam? Cek faktanya!,https://www.antaranews.com/berita/2123610/kemenag-beri-bantuan-ramadhan-rp10-juta-ke-sekolah-islam-cek-faktanya,Humaniora, 27 April 2021 05:16,36
Hoaks! KRI Nanggala 402 ditembak kapal selam Prancis,https://www.antaranews.com/berita/2123290/hoaks-kri-nanggala-402-ditembak-kapal-selam-prancis,Politik, 26 April 2021 21:38,36
Cek Fakta: Alat tes cepat COVID-19 bisa positif saat ditetesi air keran?,https://www.antaranews.com/berita/2118826/cek-fakta-alat-tes-cepat-covid-19-bisa-positif-saat-ditetesi-air-keran,Humaniora, 23 April 2021 21:59,36
Hoaks! Foto anak-anak korban penangkapan junta militer Myanmar,https://www.antaranews.com/berita/2117198/hoaks-foto-anak-anak-korban-penangkapan-junta-militer-myanmar,Dunia, 23 April 2021 04:30,36
Jokowi copot Prabowo dan masukkan Ahok ke kabinet? Ini faktanya,https://www.antaranews.com/berita/2115182/jokowi-copot-prabowo-dan-masukkan-ahok-ke-kabinet-ini-faktanya,Politik, 22 April 2021 10:26,36
Cek Fakta: Benarkah Kartini berjilbab?,https://www.antaranews.com/berita/2114638/cek-fakta-benarkah-kartini-berjilbab,Humaniora, 21 April 2021 22:12,36
Cek Fakta: Terapi bawang dapat sembuhkan kanker?,https://www.antaranews.com/berita/2112410/cek-fakta-terapi-bawang-dapat-sembuhkan-kanker,Lifestyle, 21 April 2021 04:31,36
Hoaks! TNI tembak siswa SMA di Papua,https://www.antaranews.com/berita/2112162/hoaks-tni-tembak-siswa-sma-di-papua,Hukum, 20 April 2021 22:57,36
Penyintas COVID-19 boleh divaksin setelah isolasi 10 hari? Ini faktanya,https://www.antaranews.com/berita/2109894/penyintas-covid-19-boleh-divaksin-setelah-isolasi-10-hari-ini-faktanya,Humaniora, 19 April 2021 21:27,36
Menag hanya meminta masyarakat tenang terhadap Jozeph Paul Zhang? Cek faktanya!,https://www.antaranews.com/berita/2108706/menag-hanya-meminta-masyarakat-tenang-terhadap-jozeph-paul-zhang-cek-faktanya,Humaniora, 19 April 2021 12:27,36
Cek Fakta: Vaksin Nusantara didukung 105 tokoh?,https://www.antaranews.com/berita/2107602/cek-fakta-vaksin-nusantara-didukung-105-tokoh,Hiburan, 18 April 2021 16:13,37
Indomie berikan hadiah ribuan jam tangan pintar? Cek Faktanya!,https://www.antaranews.com/berita/2104958/indomie-berikan-hadiah-ribuan-jam-tangan-pintar-cek-faktanya,Lifestyle, 16 April 2021 17:31,37
Ada kasino halal di Arab Saudi? Ini faktanya!,https://www.antaranews.com/berita/2104146/ada-kasino-halal-di-arab-saudi-ini-faktanya,Dunia, 16 April 2021 11:27,37
Cek Fakta: WHO sebut setiap 377 dari 100 ribu orang meninggal setelah divaksin?,https://www.antaranews.com/berita/2103518/cek-fakta-who-sebut-setiap-377-dari-100-ribu-orang-meninggal-setelah-divaksin,Dunia, 15 April 2021 22:11,37
Tol Jakarta-Cikampek dijual ke Uni Emirat Arab? Cek faktanya!,https://www.antaranews.com/berita/2101606/tol-jakarta-cikampek-dijual-ke-uni-emirat-arab-cek-faktanya,Ekonomi, 15 April 2021 05:53,37
Cek Fakta: Benarkah link subsidi listrik PLN berlaku hingga 14 Mei 2021?,https://www.antaranews.com/berita/2100910/cek-fakta-benarkah-link-subsidi-listrik-pln-berlaku-hingga-14-mei-2021,Ekonomi, 14 April 2021 18:37,37
Eks FPI deklarasi bunuh diri massal jika Rizieq tidak dibebaskan? Ini faktanya,https://www.antaranews.com/berita/2099126/eks-fpi-deklarasi-bunuh-diri-massal-jika-rizieq-tidak-dibebaskan-ini-faktanya,Hukum, 13 April 2021 21:25,37
Tautan pendaftaran Kartu Prakerja gelombang 17 resmi? Cek faktanya!,https://www.antaranews.com/berita/2097894/tautan-pendaftaran-kartu-prakerja-gelombang-17-resmi-cek-faktanya,Humaniora, 13 April 2021 11:41,37
Cek Fakta: Anggota Brimob Maluku meninggal usai divaksin AstraZeneca?,https://www.antaranews.com/berita/2097394/cek-fakta-anggota-brimob-maluku-meninggal-usai-divaksin-astrazeneca,Hukum, 13 April 2021 04:25,37
Video pernyataan masker merusak imun tubuh? Ini faktanya,https://www.antaranews.com/berita/2096946/video-pernyataan-masker-merusak-imun-tubuh-ini-faktanya,Lifestyle, 12 April 2021 21:17,37
Xanana Gusmao bantu korban bencana di NTT? Cek faktanya!,https://www.antaranews.com/berita/2094874/xanana-gusmao-bantu-korban-bencana-di-ntt-cek-faktanya,Humaniora, 11 April 2021 19:48,38
Hoaks! TMII akan dikelola keluarga Jokowi,https://www.antaranews.com/berita/2093174/hoaks-tmii-akan-dikelola-keluarga-jokowi,Politik, 10 April 2021 16:08,38
Hoaks! Ada ulat di masker impor dari China,https://www.antaranews.com/berita/2092610/hoaks-ada-ulat-di-masker-impor-dari-china,Lifestyle, 10 April 2021 08:32,38
Cek Fakta: UTBK-SBMPTN 2021 diundur?,https://www.antaranews.com/berita/2091782/cek-fakta-utbk-sbmptn-2021-diundur,Humaniora, 9 April 2021 19:30,38
DPRD NTT minta polisi tindak tegas penyebar hoaks bencana,https://www.antaranews.com/berita/2090030/dprd-ntt-minta-polisi-tindak-tegas-penyebar-hoaks-bencana,Hukum, 8 April 2021 22:46,38
Rizieq Shihab mendapat penghargaan di Malaysia? Ini faktanya,https://www.antaranews.com/berita/2089770/rizieq-shihab-mendapat-penghargaan-di-malaysia-ini-faktanya,Hukum, 8 April 2021 20:43,38
WHO bongkar kebohongan China terkait asal COVID-19? Cek faktanya!,https://www.antaranews.com/berita/2088194/who-bongkar-kebohongan-china-terkait-asal-covid-19-cek-faktanya,Dunia, 8 April 2021 10:04,38
Cek Fakta: Vaksinasi Kadin Jatim dikenakan biaya Rp600 ribu?,https://www.antaranews.com/berita/2087070/cek-fakta-vaksinasi-kadin-jatim-dikenakan-biaya-rp600-ribu,Ekonomi, 7 April 2021 18:22,38
Hoaks! Muhammadiyah tidak layani vaksinasi pemilik KTP non-Islam,https://www.antaranews.com/berita/2083430/hoaks-muhammadiyah-tidak-layani-vaksinasi-pemilik-ktp-non-islam,Politik, 6 April 2021 08:53,38
Hoaks! Surat kedaruratan keuangan negara,https://www.antaranews.com/berita/2082670/hoaks-surat-kedaruratan-keuangan-negara,Ekonomi, 5 April 2021 20:09,38
Hoaks! Vaksinasi lantatur hanya menancapkan jarum suntik di Indonesia,https://www.antaranews.com/berita/2080930/hoaks-vaksinasi-lantatur-hanya-menancapkan-jarum-suntik-di-indonesia,Humaniora, 4 April 2021 21:03,39
Hoaks! Pengebom gereja di Makassar adalah mantan polisi,https://www.antaranews.com/berita/2079810/hoaks-pengebom-gereja-di-makassar-adalah-mantan-polisi,Hukum, 3 April 2021 21:44,39
Serangan teroris pemicu kebakaran kilang minyak Balongan? Cek faktanya,https://www.antaranews.com/berita/2077718/serangan-teroris-pemicu-kebakaran-kilang-minyak-balongan-cek-faktanya,Ekonomi, 2 April 2021 10:21,39
Vaksinasi COVID-19 ibu menyusui bahayakan anak? Ini faktanya,https://www.antaranews.com/berita/2075338/vaksinasi-covid-19-ibu-menyusui-bahayakan-anak-ini-faktanya,Lifestyle, 1 April 2021 08:43,39
Hoaks! Jokowi lepaskan Papua Barat,https://www.antaranews.com/berita/2074194/hoaks-jokowi-lepaskan-papua-barat,Politik, 31 Maret 2021 18:23,39
Cek Fakta: Kuota haji Indonesia capai 64 ribu?,https://www.antaranews.com/berita/2071806/cek-fakta-kuota-haji-indonesia-capai-64-ribu,Humaniora, 30 Maret 2021 17:51,39
Cek Fakta: WHO sebut pepaya sebagai buah bergizi tertinggi?,https://www.antaranews.com/berita/2070702/cek-fakta-who-sebut-pepaya-sebagai-buah-bergizi-tertinggi,Lifestyle, 30 Maret 2021 08:40,39
Hoaks! Kelangkaan BBM pasca-kebakaran kilang minyak Balongan,https://www.antaranews.com/berita/2069250/hoaks-kelangkaan-bbm-pasca-kebakaran-kilang-minyak-balongan,Ekonomi, 29 Maret 2021 14:55,39
Cek Fakta: Vaksin berbasis mRNA bisa picu kanker?,https://www.antaranews.com/berita/2067802/cek-fakta-vaksin-berbasis-mrna-bisa-picu-kanker,Humaniora, 28 Maret 2021 15:50,39
Hoaks! Surat pengangkatan honorer menjadi PNS tanpa tes,https://www.antaranews.com/berita/2066346/hoaks-surat-pengangkatan-honorer-menjadi-pns-tanpa-tes,Humaniora, 27 Maret 2021 12:00,39
Kapolri izinkan konser musik dan budaya? Ini faktanya!,https://www.antaranews.com/berita/2065790/kapolri-izinkan-konser-musik-dan-budaya-ini-faktanya,Hukum, 26 Maret 2021 22:17,40
Ledakan meteor berbahaya terjadi pada Ramadhan? Cek faktanya!,https://www.antaranews.com/berita/2063834/ledakan-meteor-berbahaya-terjadi-pada-ramadhan-cek-faktanya,Warta Bumi, 25 Maret 2021 22:51,40
Cek Fakta: Tsunami Aceh 2004 disebabkan oleh ledakan nuklir bawah laut?,https://www.antaranews.com/berita/2061890/cek-fakta-tsunami-aceh-2004-disebabkan-oleh-ledakan-nuklir-bawah-laut,Warta Bumi, 25 Maret 2021 08:52,40
Hoak! Surat Pemanggilan CPNS Kemendikbud,https://www.antaranews.com/berita/2061466/hoak-surat-pemanggilan-cpns-kemendikbud,Humaniora, 24 Maret 2021 22:24,40
Cek fakta: 17 negara larang vaksin AstraZeneca?,https://www.antaranews.com/berita/2059802/cek-fakta-17-negara-larang-vaksin-astrazeneca,Humaniora, 24 Maret 2021 08:53,40
Nama penerima sertifikat vaksin harus sesuai paspor? Cek faktanya!,https://www.antaranews.com/berita/2059442/nama-penerima-sertifikat-vaksin-harus-sesuai-paspor-cek-faktanya,Hukum, 23 Maret 2021 22:18,40
Aktor Irwansyah meninggal? Cek Faktanya!,https://www.antaranews.com/berita/2057530/aktor-irwansyah-meninggal-cek-faktanya,Hiburan, 23 Maret 2021 06:26,40
Hoaks! Guru honorer di Garut lumpuh setelah vaksin dosis dua,https://www.antaranews.com/berita/2055334/hoaks-guru-honorer-di-garut-lumpuh-setelah-vaksin-dosis-dua,Humaniora, 21 Maret 2021 20:40,40
"Hoaks! Jaksa sidang Rizieq Shihab terima suap Rp1,5 miliar",https://www.antaranews.com/berita/2055190/hoaks-jaksa-sidang-rizieq-shihab-terima-suap-rp15-miliar,Hukum, 21 Maret 2021 18:39,40
Hoaks! Grafik tingkat imunitas menurun setelah divaksin,https://www.antaranews.com/berita/2054126/hoaks-grafik-tingkat-imunitas-menurun-setelah-divaksin,Humaniora, 20 Maret 2021 20:25,40
Hoaks! Poster deklarasi Capres-Cawapres 2024 Puan Maharani-Moeldoko,https://www.antaranews.com/berita/2053466/hoaks-poster-deklarasi-capres-cawapres-2024-puan-maharani-moeldoko,Politik, 20 Maret 2021 09:39,41
New York Times keluarkan daftar vaksin COVID-19 teraman? Cek faktanya!,https://www.antaranews.com/berita/2052958/new-york-times-keluarkan-daftar-vaksin-covid-19-teraman-cek-faktanya,Dunia, 19 Maret 2021 21:45,41
Hoaks! Surat BKN tentang pengangkatan CPNS,https://www.antaranews.com/berita/2050946/hoaks-surat-bkn-tentang-pengangkatan-cpns,Politik, 18 Maret 2021 22:07,41
Rumah dinas Ridwan Kamil dibuka untuk vaksinasi umum 18 Maret? Ini faktanya!,https://www.antaranews.com/berita/2048974/rumah-dinas-ridwan-kamil-dibuka-untuk-vaksinasi-umum-18-maret-ini-faktanya,Humaniora, 18 Maret 2021 07:49,41
Haji 2021 tanpa batasan jumlah jemaah? Cek faktanya!,https://www.antaranews.com/berita/2048590/haji-2021-tanpa-batasan-jumlah-jemaah-cek-faktanya,Dunia, 17 Maret 2021 22:04,41
Cek Fakta: Vaksin Sinovac dibuat sebelum virus menyebar?,https://www.antaranews.com/berita/2046410/cek-fakta-vaksin-sinovac-dibuat-sebelum-virus-menyebar,Humaniora, 16 Maret 2021 21:07,41
"BPJS beri bantuan Rp3,5 juta kepada pekerja tahun 2000-2021? Cek faktanya!",https://www.antaranews.com/berita/2044910/bpjs-beri-bantuan-rp35-juta-kepada-pekerja-tahun-2000-2021-cek-faktanya,Humaniora, 16 Maret 2021 09:00,41
Hoaks! Jasa bantuan lolos SNMPTN,https://www.antaranews.com/berita/2044418/hoaks-jasa-bantuan-lolos-snmptn,Humaniora, 15 Maret 2021 21:12,41
Denda tilang elektronik hingga Rp5 juta? Cek faktanya!,https://www.antaranews.com/berita/2042490/denda-tilang-elektronik-hingga-rp5-juta-cek-faktanya,Metro, 14 Maret 2021 21:05,41
Cek Fakta: Orang lebih rentan COVID-19 setelah divaksin?,https://www.antaranews.com/berita/2041890/cek-fakta-orang-lebih-rentan-covid-19-setelah-divaksin,Humaniora, 14 Maret 2021 09:46,41
Elon Musk meninggal? Ini faktanya,https://www.antaranews.com/berita/2041166/elon-musk-meninggal-ini-faktanya,Dunia, 13 Maret 2021 16:39,42
Cek Fakta: Gibran akan bangun Disneyland di Solo?,https://www.antaranews.com/berita/2037466/cek-fakta-gibran-akan-bangun-disneyland-di-solo,Politik, 11 Maret 2021 09:35,42
Hoaks! Program vaksinasi Kementerian BUMN bisa langsung datang,https://www.antaranews.com/berita/2036762/hoaks-program-vaksinasi-kementerian-bumn-bisa-langsung-datang,Ekonomi, 10 Maret 2021 21:25,42
Hoaks! Anies korupsi Rp100 miliar dari saham miras,https://www.antaranews.com/berita/2034590/hoaks-anies-korupsi-rp100-miliar-dari-saham-miras,Metro, 9 Maret 2021 21:59,42
Hoaks! Banyak data orang meninggal akibat vaksin COVID-19,https://www.antaranews.com/berita/2032900/hoaks-banyak-data-orang-meninggal-akibat-vaksin-covid-19,Humaniora, 9 Maret 2021 09:06,42
Hoaks! KFC bagi paket camilan gratis peringati Perempuan Internasional,https://www.antaranews.com/berita/2031894/hoaks-kfc-bagi-paket-camilan-gratis-peringati-perempuan-internasional,Lifestyle, 8 Maret 2021 20:08,42
Hoaks! Kandungan potasium pada vaksin Pfizer-Moderna sebabkan kematian,https://www.antaranews.com/berita/2030609/hoaks-kandungan-potasium-pada-vaksin-pfizer-moderna-sebabkan-kematian,Lifestyle, 7 Maret 2021 23:51,42
Hoaks! Empat nakes meninggal akibat vaksinasi COVID-19,https://www.antaranews.com/berita/2029885/hoaks-empat-nakes-meninggal-akibat-vaksinasi-covid-19,Humaniora, 6 Maret 2021 22:07,42
Emma Watson pensiun? Ini penjelasannya,https://www.antaranews.com/berita/2029207/emma-watson-pensiun-ini-penjelasannya,Hiburan, 6 Maret 2021 09:43,42
Cek Fakta: WNI jadi Imam Masjid Haram?,https://www.antaranews.com/berita/2028912/cek-fakta-wni-jadi-imam-masjid-haram,Dunia, 5 Maret 2021 21:53,42
Hoaks! Pemprov DKI gunakan Rp160 miliar untuk bebaskan Rizieq,https://www.antaranews.com/berita/2027385/hoaks-pemprov-dki-gunakan-rp160-miliar-untuk-bebaskan-rizieq,Metro, 4 Maret 2021 21:29,43
Hoaks! Vaksin COVID-19 sebabkan wanita mandul,https://www.antaranews.com/berita/2026098/hoaks-vaksin-covid-19-sebabkan-wanita-mandul,Lifestyle, 4 Maret 2021 08:15,43
Hoaks! Vaksinasi 1.000 lansia per hari tanpa daftar,https://www.antaranews.com/berita/2025846/hoaks-vaksinasi-1000-lansia-per-hari-tanpa-daftar,Metro, 3 Maret 2021 23:49,43
Hoaks miras berlabel halal muncul lagi,https://www.antaranews.com/berita/2023971/hoaks-miras-berlabel-halal-muncul-lagi,Ekonomi, 2 Maret 2021 21:54,43
Cek Fakta: Foto puluhan muslim Myanmar tiarap saat ditahan militer,https://www.antaranews.com/berita/2022693/cek-fakta-foto-puluhan-muslim-myanmar-tiarap-saat-ditahan-militer,Dunia, 2 Maret 2021 08:41,43
Hoaks! Pemerintah larang penggunaan Bahasa Arab,https://www.antaranews.com/berita/2022354/hoaks-pemerintah-larang-penggunaan-bahasa-arab,Humaniora, 1 Maret 2021 21:43,43
Hoaks! Wapres Ma'ruf sebut investasi miras untuk kas negara,https://www.antaranews.com/berita/2020827/hoaks-wapres-maruf-sebut-investasi-miras-untuk-kas-negara,Ekonomi, 28 Februari 2021 21:06,43
Vaksin tidak buat tubuh kebal COVID-19? Ini faktanya!,https://www.antaranews.com/berita/2020059/vaksin-tidak-buat-tubuh-kebal-covid-19-ini-faktanya,Lifestyle, 27 Februari 2021 21:52,43
Cek Fakta: Efek samping vaksin Moderna bikin wajah bengkak?,https://www.antaranews.com/berita/2019351/cek-fakta-efek-samping-vaksin-moderna-bikin-wajah-bengkak,Humaniora, 27 Februari 2021 09:55,43
